9593,4
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,4
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,2
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,2
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,4
9593,1
9593,3
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,2
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,2
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,2
9593,2
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,3
9593,3
9593,7
9593,2
9593,6
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,2
9593,1
9593,1
9593,2
9593,1
9593,1
9593,1
9593,1
9593,1
9593,2
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,2
9593,4
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,3
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,2
9593,1
9593,1
9593,1
9593,3
9593,1
9593,2
9593,2
9593,1
9593,1
9593,17
9593,3
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,3
9593,3
9593,9
9593,3
9593,1
9593,1
9593,2
9593,9
9593,2
9593,14
9593,7
9593,7
9593,15
9593,4
9593,1
9593,1
9593,2
9593,8
9593,1
9593,7
9593,7
9593,8
9593,4
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,3
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,5
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,2
9593,2
9593,1
9593,1
9593,2
9593,4
9593,1
9593,8
9593,2
9593,3
9593,1
9593,5
9593,1
9593,1
9593,1
9593,5
9593,1
9593,7
9593,2
9593,1
9593,1
9593,4
9593,1
9593,1
9593,1
9593,10
9593,1
9593,1
9593,6
9593,2
9593,1
9593,1
9593,1
9593,1
9593,2
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,2
9593,1
9593,1
9593,3
9593,1
9593,1
9593,2
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,2
9593,1
9593,1
9593,1
9593,2
9593,1
9593,2
9593,2
9593,1
9593,1
9593,1
9593,1
9593,1
9593,2
9593,1
9593,1
9593,1
9593,1
9593,2
9593,1
9593,1
9593,3
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,2
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,2
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,6
9593,1
9593,1
9593,1
9593,1
9593,3
9593,2
9593,1
9593,2
9593,1
9593,1
9593,1
9593,2
9593,3
9593,1
9593,2
9593,2
9593,1
9593,2
9593,1
9593,2
9593,2
9593,2
9593,4
9593,1
9593,2
9593,2
9593,2
9593,1
9593,2
9593,2
9593,1
9593,1
9593,1
9593,1
9593,2
9593,1
9593,1
9593,1
9593,1
9593,2
9593,2
9593,1
9593,1
9593,1
9593,2
9593,2
9593,2
9593,2
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,2
9593,1
9593,1
9593,1
9593,1
9593,1
9593,2
9593,1
9593,1
9593,1
9593,1
9593,1
9593,2
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,2
9593,1
9593,1
9593,8
9593,4
9593,3
9593,8
9593,11
9593,3
9593,2
9593,2
9593,1
9593,6
9593,4
9593,1
9593,1
9593,1
9593,2
9593,1
9593,1
9593,1
9593,3
9593,5
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,2
9593,1
9593,1
9593,1
9593,2
9593,7
9593,1
9593,4
9593,2
9593,5
9593,1
9593,4
9593,3
9593,15
9593,10
9593,1
9593,1
9593,1
9593,1
9593,1
9593,2
9593,3
9593,12
9593,2
9593,6
9593,16
9593,1
9593,2
9593,1
9593,1
9593,3
9593,1
9593,2
9593,4
9593,12
9593,1
9593,1
9593,2
9593,2
9593,1
9593,9
9593,4
9593,6
9593,3
9593,6
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,2
9593,2
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,2
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,2
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
9593,1
